country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Hauppauge,55 Arkay Dr,"Labeling: Not Elsewhere Classified The primary label contains the words ""enteric coated"" but the tablet is not enteric coated and should only say 'coated tablet'",,"8,472 bottles","Lot # P120999, Exp 07/31/2022",20210716,Distributed in PA,NY,"Acetaminophen EXTRA STRENGTH Pain Reliever / Fever Reducer, Enteric Coated, 50 Coated Tablets/ 500 mg each, Distributed by Amerisource Bergen, 1300 Morris Drive, Chesterbrook, PA, 19087, NDC 46122-649-71",20210728,Class III,"LNK International, Inc.",D-0665-2021,Letter,Drugs,88244,,20210707,11788-3707,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,41906 units,17374 12/19  18196 8/20,20191115,U.S.A. Nationwide,NY,"Natural Ophthalmics Tear Stimulation Forte Dry Eye Drops, 15 mL, NDC 68770-104-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0465-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,89 Arkay Dr,"CGMP Deviations: FDA laboratory testing confirmed presence of an impurity, N-nitrosodimethylamine (NDEA) in product.",,"3,835 HDPE bottles","60429-640-90 Irbesartan 75mg Tablets, 90 Count Bottle B160003 Sep-19   B160004 Sep-19",20181120,Nationwide,NY,"GSMS Irbesartan Tablets, USP, 75 mg, 30-count bottle, Rx Only, Manufactured by ScieGen Pharmaceuticals, Inc. Hauppauge, NY 11788 Marketed by: GSMS Incorporated Camarillo, CA 93012 USA, NDC 60429-640-90.",20181128,Class II,Sciegen Pharmaceuticals Inc,D-0270-2019,Press Release,Drugs,81458,,20181029,11788-3727,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,135 Adams Ave,Presence of Foreign Tablets/Capsules: Complaint involving one Women's Prenatal dietary supplement tablet commingled in a bottle of Extra Strength Acetaminophen 500 mg contents 1000 count bottle.,,5472 bottles,"Lot #: 193005, Exp. Date 08/21",20200227,Nationwide within the United States,NY,"Leader Extra Strength Acetaminophen Tablets, 500 mg Pain Reliever/Fever Reducer,100-count bottles,Distributed by Cardinal Health, Dublin OHIO 43017 NDC 7000-0036-1, UPC 0 96295 13807 8",20200219,Class II,Contract Pharmacal Corporation,D-0857-2020,Letter,Drugs,84857,,20200203,11788-3633,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,a) F066C  b) F066C  c) F066C,20180422,Nationwide.,NY,"Ibuprofen Caplets USP 200 mg, a) 50 caplets (NDC 49483-600-05), b) 100 caplets (NDC 49483-600-01), c) 500 caplets (NDC 49483-600-50), and d) BULK (NDC 49483-600-00) bottles, Rx, Manufactured for: Time Cap labs, Inc., Farmingdale, NY 11735, Manufactured by: Marksans Pharma, Ltd., Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0694-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","52,549,000 tablets","Lot #: Lot #: HM6067, HM6068, HM6069, HM6070, HM6072, HM6072, HM6073, HM6074, HM6075, HM6076, HM6077, HM6078, HM6079, HM6080, HM6081, HM6082, HM6083, HM6084, HM6085, HM6086, HM6087, HM6088, HM6089, HM6090, HM6091, HM6092, HM6093, HM6094, HM6095, HM6096, Exp 02/18; HM6097, HM6098, HM6099, Exp 03/18; HM6100, HM6101, HM6102, HM6103, HM6104, HM6105, HM6106, HM6107, HM6108, HM6109, HM6110, HM6111, HM6112, HM6113, HM6114, HM6115, HM6116, HM6117, HM6118, HM6119, HM6120, HM6121, HM6122, HM6123, HM6124, HM6125, HM6126, HM6127, HM6128, HM6129, HM6130, HM6131, HM6132, Exp 08/18; HM6133, HM6134, HM6135, HM6136, HM6137, HM6128, HM6139; Exp 09/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 800 mg, 6 x 1900 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-123-27.",20180131,Class II,Marksans Pharma Inc.,D-0240-2018,Letter,Drugs,78822,20200526,20180109,11788,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,Subpotent Drug: Out of specification assay result in Esterified Estrogen and Methyltestosterone tablets.,,19176 units,"Lot #: HL06015, HL06115, Exp. 10/2017",20190701,Nationwide within the United States,NY,"Esterified Estrogens & Methyltestosterone Tablets, USP  1.25 mg/2.5 mg, 100-count bottles, Rx Only, Manufactured by: Ammeal Pharmaceuticals of NY Hauppauge, NY 11788 Distributed by: Seton Pharmaceuticals Manasquan, NJ 08736, NDC 13925-172-01",20190710,Class III,"Amneal Pharmaceuticals, Inc.",D-1439-2019,Letter,Drugs,83137,20190808,20170925,11719-9509,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,121572 containers,"Lot #: SAC, Exp 1/20; SLK, Exp 12/20",20191115,U.S.A. Nationwide,NY,"Perrigo Neo-Polycin neomycin and polymixin B sulfates and bacitracin zinc Ophthalmic Ointment Net Wt. 3.5 g, Rx only, Manufactured for Perrigo Minneapolis, MN 55427 NDC  0574-4250-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0353-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,Presence of Foreign Tablet/Capsule; one Promethazine tablet was found in a bottle of Methylergonovine Maleate tablets,,"a) 2,256 bottles; b) 240 bottles","a) Lot # BA10619A, b) Lot # BA10619B, exp. date 07/2020",20190724,Product was distributed to three major distributors who may have further distributed the product nationwide.,NY,Methylergonovine Maleate USP 0.2 mg Tablets  a) 12 count (NDC 69238-1605-02) and b) 28 count bottles (NDC 69238-1605-08),20190731,Class III,"Amneal Pharmaceuticals, Inc.",D-1516-2019,Letter,Drugs,83206,20200422,20190718,11719-9509,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,HF08618A 6/30/2020  HF08718A 6/30/2020  HF15418A 7/31/2020  HF15518A 7/31/2020  HH11818A 9/30/2020  HJ00818A 9/30/2020  HJ00918A 9/30/2020  HJ01018A 9/30/2020,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-Release Tablets, USP, 500 mg, 1000 tablets bottles, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad, 388213, INDIA Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC  65162-0178-11",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1353-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,29326 units,17208    7/21      17209    7/21        19001    1/23,20191115,U.S.A. Nationwide,NY,"OCuSOFT Tears Again Sterile Lubricant Eye Drops, Net Wt 30mL (1 fl oz), Manufactured for OCuSOFT Inc., Rosenberg, TX 77471 USA, NDC 54799-904-30",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0451-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Ronkonkoma,2 Fleetwood Ct,Microbial contamination of Non Sterile Product; contamination with Burkholderia cepacia (manufacturer),,,"Antiseptic wipes shipped since July 02, 2009. Lots:  JT14509,  JT15209, JT20609, JT20909, JT23709, JT27809,  JT32809, JT00710,  JT15810,  JT18310,  JT18810,  JT23210,  JT25810,  JT27610,  JT31510,  JT35610,  JT35911,  JT04811,  JT05311,  JT11811,  JT15211,  JT15911,  JT18211,  JT18211,  JT21511-1,  JT26311,  JT30711,  JT22011-1,  JT01012,  JT04112,  JT06512, JT07512, JT07710,  JT14509, JT15209,  JT21409,  JT20609, JT33009,  JT00710,  JT18810, JT23210,  JT35911,  JT05311,  JT11811,  JT26311,  JT01012,  JT14509,  JT15209,  JT20609,  JT15209,  JT23709,  JT27809,  JT00710,  JT00710,  JT18310,  JT18810,  JT23210,  JT23210,  JT27610,  JT31510, JT05809,  JT14509,  JT15209,  JT21209,  JT27809,  JT12510,  JT15810,  JT18310,  JT11811,  JT13211,  JT15911,  JT35911,  JT01012,  JT30711",20120917,Nationwide,NY,"ZEE Antiseptic Wipes, First Aid Antiseptic, Benzalkonium chloride 0.133% (effective concentration), over the counter; supplied in 10 (item 2633), 50 (items 0204 and 02040 [sold in Canada only]) and 100 (item 0271) wipes per box distributed by ZEE MEDICAL, INC., Irvine, CA",20120926,Class II,Dukal Corp.,D-1675-2012,E-Mail,Drugs,62320,20130621,20120614,11779-6907,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,Presence of Foreign Tablet/Capsule; Promethazine HCl tablet found in the Benazepril HCl bottle,,"9,720 100 count bottles","Lot # BB02619A, exp. date 04/2021",20191009,Product was distributed to 13 major distributors throughout the United States who may have further distribute the product.,NY,"Benazepril HCl Tablets, USP 40 mg, 100 count bottles, Rx only, Distributed by Amneal Pharmaceuticals, Bridgewater, NJ  NDC 65162-754-10",20191016,Class III,"Amneal Pharmaceuticals, Inc.",D-0134-2020,Letter,Drugs,83915,20210304,20190924,11719-9509,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"195,864 unts","Lot #: RJH, Exp 10/19; SCC, Exp 3/21; SGA, Exp 7/21; SGH, Exp 7/21; SHH, Exp 8/21; SLL, Exp 12/21; TAC, Exp 1/22",20191115,U.S.A. Nationwide,NY,"Puralube Ointment Petrolatum Ophthalmic Ointment, Sterile Ocular Lubricant, Net Wt. 1 g (NDC 0574-4025-11) and Net Wt. 3.5 g (1/8 oz.) (NDC 0574-4025-35), Manufactured for Perrigo, Minneapolis, MN 55427",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0358-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,17238 08/19   18094 4/20   19058 02/21,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricating Gel Drops for Anytime Use, Item#: 563420, Product Size: 10 mL, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0456-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"532,961 units",17099 4/20 6/1/2017   17254 8/20 9/14/2017   17255 8/20 9/15/2017   17361 12/20 12/26/2017   17362 12/20 4/4/2018   18088 4/21 4/30/2018   18089 4/21 5/1/2018   18138 6/21 6/25/2018   18146 6/21 6/29/2018   18156 6/21 8/6/2018   18212 8/21 10/2/2018   18276 11/21 12/26/2018   19082 3/22 5/1/2019   19098 4/22 5/21/2019   16282 10/19 11/11/2016   16283 10/19,20191115,U.S.A. Nationwide,NY,"Altaire Fluorescein Sodium with Proparacaine Hydrochloride Ophthalmic Solution, USP, 0.25%/0.5%, 5 mL (Sterile), Rx only, Manufactured by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-205-05",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0422-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"39,072 units",RHD 08/19   RIF 09/19   RIN 09/19    RKP 11/19   SAR 01/20   SCG 03/20   SED 5/20,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops Fast Acting, Item#: 258625 Product Size: 0.6 mL x 60 ct, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0406-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,2870 units,"Lot #: 17367, Exp 12/19; 18174, Exp 7/20",20191115,U.S.A. Nationwide,NY,"Nano Tears MXP Forte Clear Emollient Lubricant Gel Drops, Twin Pack  2 x 10 mL, Mfd. by: Altaire Pharmaceuticals, Inc., Aquebogue, NY 11931, NDC 59390-144-51",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0479-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,75996 units,17303    10/20      18032    2/21        18235    9/21      18285    11/21        19021    1/22      16260    9/19,20191115,U.S.A. Nationwide,NY,"OCuSOFT Goniosoft Hypromellose 2.5% Ophthalmic Demulcent Solution, Net Wt. 0.5 fl oz (15 mL), Mfd. for: OCuSOFT Inc. PO Box 429 Richmond, TX 77406-0429, NDC 54799-503-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0442-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"296,314 units",16268    10/19    11/07/2016    16301    11/19    12/09/2016    17088    3/20    4/28/2017    17109    4/20    6/14/2017    17318    10/20    11/10/2017    17323    10/20    1/12/2018    18014    1/21    2/21/2018    18045    2/21    3/16/2018    18059    3/21    5/25/2018    18063    3/21      18117    5/21        18134    5/2,20191115,U.S.A. Nationwide,NY,"OCuSOFT Eye Wash Sterile Isotonic, 4 FL OZ (118 mL), Manufactured for OCuSOFT, INC Richmond, TX 7406-0429 Mfd. By: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931 Made in USA, NDC 54799-565-59",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0448-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hicksville,55 Cantiague Rock Road,Chemical Contamination: This product is being recalled because trace amounts of a plasticizer (Di-Octyl Phthalate) may be present in the product.,,444 bottles,"Lot #: 418N, Exp 06/13",20120725,Nationwide.,NY,"Erythromycin Topical Solution USP, 2%, 60 mL bottle with applicator, Rx only. E. FOUGERA & CO., A division of Fougera Pharmaceuticals, Inc., Melville, New York 11747, NDC 0168-0215-60, UPC 3 0168-0215-60 0.",20120801,Class III,"Fougera Pharmaceuticals, Inc.",D-1426-2012,Letter,Drugs,62136,20151130,20120607,11801-1126,Voluntary: Firm initiated,Terminated,
United States,Shirley,One Luitpold Drive,Presence of Particulate Matter:  In the course of inspecting retention samples visual particles were observed.,P.O. Box 9001,"30 mL: 2,078,800 vials; 100 mL: 167,100 vials","30 mL  Lots: 9198, 9252, 9299, 9305, 9402, 9423,  9432, 9553, 9595, 9646, 9681, 9737, 9797, 9831, 0051, 0095,  0362;    100 mL  Lots: 9225, 9492, 9711, 0007, 0058",20120614,"Nationwide, Puerto Rico, and Abu Dhabi",NY,"CONCENTRATED SODIUM CHLORIDE INJECTION, USP, 23.4%  a) 30 mL SINGLE DOSE VIAL,  (NDC 0517-2930-25), b) 100 mL PHARMACY BULK PACKAGE (NDC 0517-2900-25), Rx Only, AMERICAN REGENT, INC. SHIRLEY, NY 11967.",20120620,Class II,"Luitpold Pharmaceuticals, Inc.",D-1378-2012,Press Release,Drugs,58410,20180628,20110315,11967-9001,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"2,042,136 units",19128 05/21   19009 01/21  19003 01/21   19034 01/21    19060 02/21    19061 02/21   18252 10/20    18058 03/20   18224 09/20    18185 07/20    18152 06/20   18159 06/20   18091 04/20   18090 04/20   18069 03/20,20191115,U.S.A. Nationwide,NY,"Equate Eye Allergy Relief  Drops, W-M item #: 567371432    Package Size: 15 mL, Distributed by: Wal-Mart Stores, Inc., Bentonville, AR 72716, NDC  49035-874-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0399-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","205,088,000 tablets","Lot #: HJ6080, HJ6081, HJ6082, HJ6083, HJ6084, HJ6085, HJ6086, HJ6087, HJ6088, HJ6089, HJ6090, HJ6091, HJ6092, HJ6093, HJ6094, HJ6095, HJ6096, HJ6097, HJ6098, HJ6099, HJ6100, HJ6101, HJ6102, HJ6103, HJ6104, HJ6105, HJ6106, HJ6107, HJ6108, HJ6109, HJ6110, HJ6111, HJ6112, Exp 02/18; HJ6113, HJ6114, HJ6115, HJ6116, HJ6117, HJ6118, HJ6119, HJ6120, HJ6121, HJ6122, HJ6123, HJ6124, HJ6125, HJ6126, HJ6127, HJ6128, HJ6129, HJ6130, HJ6131, HJ6132, HJ6133, HJ6134, HJ6135, HJ6136, Exp 03/18; HJ6137, HJ6138, HJ6139, HJ6140, HJ6141, HJ6142, HJ6143, HJ6144, HJ6145, HJ6146, HJ6147, HJ6148, HJ6149, HJ6150, HJ6151, HJ6152, HJ6143, HJ6154, HJ6155, HJ6156, HJ6157, HJ6158, HJ6159, HJ6160, HJ6161, HJ6162, HJ6163, HJ6164, HJ6165, HJ6166, HJ6167, HJ6168, HJ6169, HJ6180, HJ6171, HJ6172, HJ6173, HJ6174, HJ6175, Exp 04/18; HJ6176, HJ6177, HJ6178, HJ6179, HJ6180, HJ6181, HJ6182, HJ6183, HJ6184, HJ6185, HJ6186, HJ6187, HJ6188, HJ6189, HJ6190, HJ6191, HJ6192, HJ6193, HJ6194, HJ6195, HJ6196, HJ6197, HJ6198, HJ6199, HJ6200, HJ6201, HJ6202, HJ6203, Exp 05/18; HJ6204, HJ6025, HJ6206, HJ6207, HJ6208, HJ6209, HJ6210, HJ6211, HJ6212, HJ6213, HJ6214, HJ6215, Exp 06/18; HJ6216, HJ6217, HJ6218, HJ6219, HJ6220, Exp 08/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 200 mg, 6 x 6500 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-114-30.",20180131,Class II,Marksans Pharma Inc.,D-0237-2018,Letter,Drugs,78822,20200526,20180109,11788,Voluntary: Firm initiated,Terminated,
United States,Deer Park,75 N Industry Ct,cGMP deviations - presence of rubber particles found loose in the bulk product.,,"70,176 bottles; 9,000,000 tablets (bulk)","Lot # 6K28817, Exp 10/19 (Packaged in bottle), 10/17 (Bulk)",20170228,Nationwide,NY,"HealthA2Z CHEWABLE Aspirin (NSAID) 81 mg, Orange Flavor, 36 Chewable Tablets, a) packaged in 36-count bottle [UPC Code 369168288362 (FP0545)], b) bulk product (6K28817), OTC, Manufactured by: Allegiant Health  Deer Park, NY 11729",20170308,Class II,Allegiant Health,D-0500-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,76495,20180629,20170216,11729-4601,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,47 units,18099 4/20,20191115,U.S.A. Nationwide,NY,"ActivEyes Preservative Free Multi-Dose Lubricant Drops Sensitive PF Sterile, 0.25 FL OZ (7.5 mL), Manufactured by: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-146-52",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0438-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 16195, Exp 7/19; 16211, Exp 8/19; 16216, Exp 8/19",20191115,U.S.A. Nationwide,NY,"Clear Eyes Redness Relief, Product Size: 15 mL, UPC#: 6-78112-25415-6",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0487-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,99420 units,Lot #: RKP     11/19           RIN     09/19            SLC     12/20         RIF     09/19            TBE     02/21            TBI     02/21            SHB     08/20,20191115,U.S.A. Nationwide,NY,"Equate Support Advanced Lubricating Eye Drops, Preservative Free, Sterile, 25 Single-Use Containers, 0.02 Fl. oz. (0.6 mL), W-M item #: 563031654, Distributed by: Walmart Inc., Bentonville, AR 72716, NDC 49035-882-54",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0370-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
